"Gene ID","source_id","Input Order","Organism","Genomic Location (Gene)","Input ID","Search Weight","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes","EC numbers","EC numbers from OrthoMCL"
"PfIT_050035500","PfIT_050035500-t41_1","355","Plasmodium falciparum IT","PfIT_05:1,258,894..1,264,188(-)","PFIT_0534600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050035700","PfIT_050035700-t41_1","1162","Plasmodium falciparum IT","PfIT_05:1,268,564..1,270,192(-)","PFIT_0534800","10","GO:0005634","nucleus","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050036000","PfIT_050036000-t41_1","152","Plasmodium falciparum IT","PfIT_05:1,278,132..1,286,351(-)","PFIT_0535100","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050036200","PfIT_050036200-t41_1","159","Plasmodium falciparum IT","PfIT_05:1,290,994..1,299,114(-)","PFIT_0535300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050037200","PfIT_050037200-t41_1","1557","Plasmodium falciparum IT","PfIT_05:1,337,046..1,337,550(+)","PFIT_0536200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050037500","PfIT_050037500-t41_1","1257","Plasmodium falciparum IT","PfIT_05:1,347,012..1,348,327(+)","PFIT_0536500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050037600","PfIT_050037600-t41_1","1307","Plasmodium falciparum IT","PfIT_05:1,350,232..1,351,392(+)","PFIT_0536600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050038100","PfIT_050038100-t41_1","1325","Plasmodium falciparum IT","PfIT_05:1,374,107..1,375,335(-)","PFIT_0537200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050038200","PfIT_050038200-t41_1","1296","Plasmodium falciparum IT","PfIT_05:1,377,215..1,378,433(-)","PFIT_0537300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050038300","PfIT_050038300-t41_1","1271","Plasmodium falciparum IT","PfIT_05:1,383,237..1,384,423(+)","PFIT_0537400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050038400","PfIT_050038400-t41_1","1297","Plasmodium falciparum IT","PfIT_05:1,386,807..1,388,062(+)","PFIT_0537500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_050038500","PfIT_050038500-t41_1","251","Plasmodium falciparum IT","PfIT_05:1,389,889..1,397,110(-)","PFIT_0537600","10","GO:0016021","integral component of membrane","GO:0046789","host cell surface receptor binding","GO:0009405","obsolete pathogenesis","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060005300","PfIT_060005300-t41_1","1016","Plasmodium falciparum IT","PfIT_06:18,452..19,927(-)","PFIT_0600300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060006000","PfIT_060006000-t41_1","498","Plasmodium falciparum IT","PfIT_06:45,263..49,432(+)","PFIT_0601000","10","N/A","N/A","GO:0005524;GO:0003723;GO:0003724;GO:0003676","ATP binding;RNA binding;RNA helicase activity;nucleic acid binding","GO:0006401","RNA catabolic process","N/A","N/A","N/A","N/A","N/A","N/A","3.6.4.13 (RNA helicase)","1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring));1.2.4.4 (3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring));2.7.7.7 (DNA-directed DNA polymerase);3.6.1.- (In phosphorus-containing anhydrides.);3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.4.13 (RNA helicase)"
"PfIT_060006500","PfIT_060006500-t41_1","524","Plasmodium falciparum IT","PfIT_06:59,852..64,665(-)","PFIT_0601500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060006900","PfIT_060006900-t41_1","1036","Plasmodium falciparum IT","PfIT_06:75,707..77,485(+)","PFIT_0601900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060007000","PfIT_060007000-t41_1","1141","Plasmodium falciparum IT","PfIT_06:78,531..79,916(-)","PFIT_0602000","10","N/A","N/A","GO:0003676;GO:0005200","nucleic acid binding;structural constituent of cytoskeleton","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060007300","PfIT_060007300-t41_1","642","Plasmodium falciparum IT","PfIT_06:86,242..89,559(-)","PFIT_0602300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.3.2.27 (RING-type E3 ubiquitin transferase)"
"PfIT_060007900","PfIT_060007900-t41_1","287","Plasmodium falciparum IT","PfIT_06:117,053..123,094(-)","PFIT_0602900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060009500","PfIT_060009500-t41_1","1028","Plasmodium falciparum IT","PfIT_06:178,564..180,644(-)","PFIT_0604400","10","N/A","N/A","N/A","N/A","GO:0051726","regulation of cell cycle","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060009600","PfIT_060009600-t41_1","330","Plasmodium falciparum IT","PfIT_06:181,314..188,031(-)","PFIT_0604500","10","N/A","N/A","GO:0004550","nucleoside diphosphate kinase activity","GO:0006241;GO:0006183;GO:0006228;GO:0006165","CTP biosynthetic process;GTP biosynthetic process;UTP biosynthetic process;nucleoside diphosphate phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A","2.7.4.6 (Nucleoside-diphosphate kinase)","2.7.4.3 (Adenylate kinase);2.7.4.6 (Nucleoside-diphosphate kinase)"
"PfIT_060009800","PfIT_060009800-t41_1","217","Plasmodium falciparum IT","PfIT_06:190,956..197,802(-)","PFIT_0604700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060010000","PfIT_060010000-t41_1","663","Plasmodium falciparum IT","PfIT_06:203,794..206,988(-)","PFIT_0604900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060010600","PfIT_060010600-t41_1","196","Plasmodium falciparum IT","PfIT_06:223,631..231,028(-)","PFIT_0605500","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060011800","PfIT_060011800-t41_1","953","Plasmodium falciparum IT","PfIT_06:282,809..284,992(-)","PFIT_0606700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060011900","PfIT_060011900-t41_1","800","Plasmodium falciparum IT","PfIT_06:285,625..288,231(+)","PFIT_0606800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060012300","PfIT_060012300-t41_1","477","Plasmodium falciparum IT","PfIT_06:296,477..300,820(+)","PFIT_0607230","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060013000","PfIT_060013000-t41_1","689","Plasmodium falciparum IT","PfIT_06:318,745..321,937(+)","PFIT_0607800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060013100","PfIT_060013100-t41_1","18","Plasmodium falciparum IT","PfIT_06:323,733..342,074(+)","PFIT_0607900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060013200","PfIT_060013200-t41_1","1258","Plasmodium falciparum IT","PfIT_06:342,506..344,393(-)","PFIT_0608000","10","GO:0016020","membrane","GO:0046873","metal ion transmembrane transporter activity","GO:0030001;GO:0055085","metal ion transport;transmembrane transport","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.3.1.74 (2-alkenal reductase (NAD(P)(+)))"
"PfIT_060013400","PfIT_060013400-t41_1","692","Plasmodium falciparum IT","PfIT_06:350,015..353,092(+)","PFIT_0608200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060013700","PfIT_060013700-t41_1","550","Plasmodium falciparum IT","PfIT_06:361,825..365,784(+)","PFIT_0608500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060013900","PfIT_060013900-t41_1","295","Plasmodium falciparum IT","PfIT_06:379,493..385,450(+)","PFIT_0608800","10","N/A","N/A","GO:0005515","protein binding","GO:0006383","transcription by RNA polymerase III","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060015800","PfIT_060015800-t41_1","100","Plasmodium falciparum IT","PfIT_06:444,169..454,440(-)","PFIT_0610800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060016200","PfIT_060016200-t41_1","328","Plasmodium falciparum IT","PfIT_06:466,333..472,893(-)","PFIT_0611200","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060016600","PfIT_060016600-t41_1","1124","Plasmodium falciparum IT","PfIT_06:477,007..478,473(-)","PFIT_0611600","10","N/A","N/A","GO:0000049","tRNA binding","GO:0034227;GO:0002098","tRNA thio-modification;tRNA wobble uridine modification","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.7.7.- (Nucleotidyltransferases.);2.7.7.72 (CCA tRNA nucleotidyltransferase)"
"PfIT_060016800","PfIT_060016800-t41_1","1256","Plasmodium falciparum IT","PfIT_06:481,530..482,621(-)","PFIT_0611800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060017500","PfIT_060017500-t41_1","533","Plasmodium falciparum IT","PfIT_06:501,929..505,870(-)","PFIT_0612500","10","GO:0030123;GO:0030117","AP-3 adaptor complex;membrane coat","N/A","N/A","GO:0006886;GO:0016192","intracellular protein transport;vesicle-mediated transport","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060017600","PfIT_060017600-t41_1","701","Plasmodium falciparum IT","PfIT_06:507,980..511,585(+)","PFIT_0612600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060017800","PfIT_060017800-t41_1","47","Plasmodium falciparum IT","PfIT_06:519,556..532,309(+)","PFIT_0612800","10","N/A","N/A","GO:0003700","DNA-binding transcription factor activity","GO:0006355","regulation of transcription, DNA-templated","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060017900","PfIT_060017900-t41_1","247","Plasmodium falciparum IT","PfIT_06:532,744..539,211(-)","PFIT_0612900","10","GO:0016459","myosin complex","GO:0005524;GO:0003774","ATP binding;cytoskeletal motor activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060018100","PfIT_060018100-t41_1","753","Plasmodium falciparum IT","PfIT_06:542,758..545,622(-)","PFIT_0613100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060018800","PfIT_060018800-t41_1","1166","Plasmodium falciparum IT","PfIT_06:568,677..569,960(-)","PFIT_0613800","10","GO:0005634","nucleus","GO:0051539;GO:0019104;GO:0003677;GO:0003906;GO:0003824","4 iron, 4 sulfur cluster binding;DNA N-glycosylase activity;DNA binding;DNA-(apurinic or apyrimidinic site) endonuclease activity;catalytic activity","GO:0006281;GO:0006284;GO:0006285","DNA repair;base-excision repair;base-excision repair, AP site formation","N/A","N/A","N/A","N/A","N/A","N/A","4.2.99.18 (DNA-(apurinic or apyrimidinic site) lyase)","3.2.2.- (Hydrolyzing N-glycosyl compounds.);4.2.99.18 (DNA-(apurinic or apyrimidinic site) lyase)"
"PfIT_060019400","PfIT_060019400-t41_1","149","Plasmodium falciparum IT","PfIT_06:584,255..593,540(-)","PFIT_0614400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060019600","PfIT_060019600-t41_1","184","Plasmodium falciparum IT","PfIT_06:600,010..608,801(-)","PFIT_0614600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.3.2.27 (RING-type E3 ubiquitin transferase)"
"PfIT_060019900","PfIT_060019900-t41_1","1142","Plasmodium falciparum IT","PfIT_06:623,088..624,813(+)","PFIT_0615000","10","N/A","N/A","GO:0008478","pyridoxal kinase activity","GO:0009443","pyridoxal 5'-phosphate salvage","N/A","N/A","N/A","N/A","N/A","N/A","2.7.1.35 (Pyridoxal kinase)","2.7.1.35 (Pyridoxal kinase)"
"PfIT_060020300","PfIT_060020300-t41_1","372","Plasmodium falciparum IT","PfIT_06:631,530..636,620(+)","PFIT_0615400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060020400","PfIT_060020400-t41_1","502","Plasmodium falciparum IT","PfIT_06:637,868..641,956(+)","PFIT_0615500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060020600","PfIT_060020600-t41_1","1096","Plasmodium falciparum IT","PfIT_06:644,820..646,388(-)","PFIT_0615700","10","N/A","N/A","GO:0005525;GO:0003924","GTP binding;GTPase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.6.5.2 (Small monomeric GTPase)","3.6.5.2 (Small monomeric GTPase)"
"PfIT_060021400","PfIT_060021400-t41_1","145","Plasmodium falciparum IT","PfIT_06:676,147..684,743(-)","PFIT_0616500","10","GO:0016021","integral component of membrane","GO:0046789","host cell surface receptor binding","GO:0009405","obsolete pathogenesis","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.7.11.1 (Non-specific serine/threonine protein kinase)"
"PfIT_060021500","PfIT_060021500-t41_1","1222","Plasmodium falciparum IT","PfIT_06:688,724..690,012(-)","PFIT_0616600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060022600","PfIT_060022600-t41_1","674","Plasmodium falciparum IT","PfIT_06:727,411..730,875(-)","PFIT_0617700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060023300","PfIT_060023300-t41_1","483","Plasmodium falciparum IT","PfIT_06:767,641..771,822(-)","PFIT_0618400","10","N/A","N/A","GO:0003824;GO:0000287;GO:0030976","catalytic activity;magnesium ion binding;thiamine pyrophosphate binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.2.1.3 (Long-chain-fatty-acid--CoA ligase)","6.2.1.3 (Long-chain-fatty-acid--CoA ligase)"
"PfIT_060023400","PfIT_060023400-t41_1","803","Plasmodium falciparum IT","PfIT_06:772,735..775,335(+)","PFIT_0618500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060023500","PfIT_060023500-t41_1","975","Plasmodium falciparum IT","PfIT_06:775,760..777,954(-)","PFIT_0618600","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060023600","PfIT_060023600-t41_1","181","Plasmodium falciparum IT","PfIT_06:778,892..786,545(-)","PFIT_0618700","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060023800","PfIT_060023800-t41_1","1071","Plasmodium falciparum IT","PfIT_06:789,349..791,016(-)","PFIT_0618900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060024000","PfIT_060024000-t41_1","1382","Plasmodium falciparum IT","PfIT_06:794,206..795,129(-)","PFIT_0619100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060024200","PfIT_060024200-t41_1","1100","Plasmodium falciparum IT","PfIT_06:799,017..800,564(-)","PFIT_0619300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060024300","PfIT_060024300-t41_1","961","Plasmodium falciparum IT","PfIT_06:802,778..804,739(+)","PFIT_0619400","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060024800","PfIT_060024800-t41_1","817","Plasmodium falciparum IT","PfIT_06:810,738..813,296(+)","PFIT_0619900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060024900","PfIT_060024900-t41_1","494","Plasmodium falciparum IT","PfIT_06:813,741..817,832(-)","PFIT_0620000","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060025800","PfIT_060025800-t41_1","883","Plasmodium falciparum IT","PfIT_06:841,301..843,697(-)","PFIT_0620800","10","GO:0005786","signal recognition particle, endoplasmic reticulum targeting","GO:0008312;GO:0030942;GO:0005047","7S RNA binding;endoplasmic reticulum signal peptide binding;signal recognition particle binding","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060026200","PfIT_060026200-t41_1","830","Plasmodium falciparum IT","PfIT_06:855,901..859,006(+)","PFIT_0621200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060026700","PfIT_060026700-t41_1","300","Plasmodium falciparum IT","PfIT_06:873,013..878,973(-)","PFIT_0621800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060026900","PfIT_060026900-t41_1","872","Plasmodium falciparum IT","PfIT_06:887,524..891,506(-)","PFIT_0622000","10","N/A","N/A","GO:0046872;GO:0008143","metal ion binding;poly(A) binding","GO:1900364;GO:0043488","negative regulation of mRNA polyadenylation;regulation of mRNA stability","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060027500","PfIT_060027500-t41_1","639","Plasmodium falciparum IT","PfIT_06:906,974..910,417(-)","PFIT_0622600","10","N/A","N/A","GO:0016817","hydrolase activity, acting on acid anhydrides","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.6.4.13 (RNA helicase)","3.6.4.13 (RNA helicase)"
"PfIT_060027600","PfIT_060027600-t41_1","194","Plasmodium falciparum IT","PfIT_06:911,548..918,822(-)","PFIT_0622700","10","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A","2.7.10.2 (Non-specific protein-tyrosine kinase)","2.7.10.2 (Non-specific protein-tyrosine kinase)"
"PfIT_060028400","PfIT_060028400-t41_1","150","Plasmodium falciparum IT","PfIT_06:947,254..955,458(+)","PFIT_0623500","10","N/A","N/A","GO:0005524","ATP binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.6.4.12 (DNA helicase)","3.6.4.- (Acting on ATP; involved in cellular and subcellular movement.);3.6.4.12 (DNA helicase)"
"PfIT_060030200","PfIT_060030200-t41_1","640","Plasmodium falciparum IT","PfIT_06:1,012,818..1,016,189(+)","PFIT_0625300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060030300","PfIT_060030300-t41_1","735","Plasmodium falciparum IT","PfIT_06:1,017,540..1,020,404(+)","PFIT_0625400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060030900","PfIT_060030900-t41_1","366","Plasmodium falciparum IT","PfIT_06:1,037,007..1,042,151(+)","PFIT_0626000","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.1.1.4 (Phospholipase A(2))"
"PfIT_060031400","PfIT_060031400-t41_1","1184","Plasmodium falciparum IT","PfIT_06:1,051,681..1,052,862(+)","PFIT_0626500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060031600","PfIT_060031600-t41_1","693","Plasmodium falciparum IT","PfIT_06:1,062,278..1,065,271(-)","PFIT_0626700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.2.1.1 (Acetate--CoA ligase)","6.2.1.1 (Acetate--CoA ligase)"
"PfIT_060031900","PfIT_060031900-t41_1","2","Plasmodium falciparum IT","PfIT_06:1,071,918..1,102,769(-)","PFIT_0627000","10","N/A","N/A","GO:0005515;GO:0004842","protein binding;ubiquitin-protein transferase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)","6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)"
"PfIT_060032000","PfIT_060032000-t41_1","123","Plasmodium falciparum IT","PfIT_06:1,108,962..1,118,147(+)","PFIT_0627100","10","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A","2.7.11.1 (Non-specific serine/threonine protein kinase)","2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.11.1 (Non-specific serine/threonine protein kinase)"
"PfIT_060032600","PfIT_060032600-t41_1","815","Plasmodium falciparum IT","PfIT_06:1,134,987..1,137,605(-)","PFIT_0627700","10","N/A","N/A","GO:0016884;GO:0003824;GO:0016874","carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;ligase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.3.5.- (Carbon--nitrogen ligases with glutamine as amido-N-donor.)","6.3.5.7 (Glutaminyl-tRNA synthase (glutamine-hydrolyzing))"
"PfIT_060032700","PfIT_060032700-t41_1","458","Plasmodium falciparum IT","PfIT_06:1,138,427..1,142,938(+)","PFIT_0627800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060033100","PfIT_060033100-t41_1","810","Plasmodium falciparum IT","PfIT_06:1,154,218..1,156,860(+)","PFIT_0628200","10","N/A","N/A","GO:0008374","O-acyltransferase activity","GO:0006629","lipid metabolic process","N/A","N/A","N/A","N/A","N/A","N/A","2.3.1.43 (Phosphatidylcholine--sterol O-acyltransferase)","2.3.1.43 (Phosphatidylcholine--sterol O-acyltransferase)"
"PfIT_060033200","PfIT_060033200-t41_1","861","Plasmodium falciparum IT","PfIT_06:1,159,487..1,161,841(+)","PFIT_0628300","10","N/A","N/A","GO:0003676","nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060033500","PfIT_060033500-t41_1","15","Plasmodium falciparum IT","PfIT_06:1,171,043..1,192,028(+)","PFIT_0628600","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.1.1.43 (Transferred entry: 2.1.1.354)","N/A"
"PfIT_060033900","PfIT_060033900-t41_1","949","Plasmodium falciparum IT","PfIT_06:1,204,035..1,206,044(-)","PFIT_0629000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060034100","PfIT_060034100-t41_1","134","Plasmodium falciparum IT","PfIT_06:1,209,509..1,218,733(-)","PFIT_0629200","10","GO:0008622;GO:0005634","epsilon DNA polymerase complex;nucleus","GO:0003677;GO:0003887;GO:0003676;GO:0000166;GO:0008270","DNA binding;DNA-directed DNA polymerase activity;nucleic acid binding;nucleotide binding;zinc ion binding","GO:0006281;GO:0006260","DNA repair;DNA replication","N/A","N/A","N/A","N/A","N/A","N/A","2.7.7.7 (DNA-directed DNA polymerase)","N/A"
"PfIT_060035500","PfIT_060035500-t41_1","1360","Plasmodium falciparum IT","PfIT_06:1,272,379..1,273,499(+)","PFIT_bin05860","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060035600","PfIT_060035600-t41_1","1290","Plasmodium falciparum IT","PfIT_06:1,275,406..1,276,589(+)","PFIT_bin05840","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060035700","PfIT_060035700-t41_1","1355","Plasmodium falciparum IT","PfIT_06:1,278,629..1,279,730(+)","PFIT_bin05820","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060035800","PfIT_060035800-t41_1","1405","Plasmodium falciparum IT","PfIT_06:1,281,890..1,282,887(+)","PFIT_bin05800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060035900","PfIT_060035900-t41_1","1321","Plasmodium falciparum IT","PfIT_06:1,285,033..1,286,106(+)","PFIT_bin05750","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060036000","PfIT_060036000-t41_1","478","Plasmodium falciparum IT","PfIT_06:1,288,991..1,294,445(+)","PFIT_bin05700","10","N/A","N/A","N/A","N/A","GO:0020035","cytoadherence to microvasculature, mediated by symbiont protein","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060036100","PfIT_060036100-t41_1","1503","Plasmodium falciparum IT","PfIT_06:1,301,860..1,302,600(-)","PFIT_bin05600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_060036200","PfIT_060036200-t41_1","1484","Plasmodium falciparum IT","PfIT_06:1,304,083..1,304,898(+)","PFIT_bin05500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
