From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
A0A0B6VJ25	A0A0B6VJ25	unreviewed	A0A0B6VJ25_EBVG	Nuclear egress protein 1	BFLF2 NEC1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	268	viral budding from nuclear membrane [GO:0046765]	host cell nuclear inner membrane [GO:0044201]; membrane [GO:0016020]	host cell nuclear inner membrane [GO:0044201]; membrane [GO:0016020]; metal ion binding [GO:0046872]; viral budding from nuclear membrane [GO:0046765]	metal ion binding [GO:0046872]	GO:0016020; GO:0044201; GO:0046765; GO:0046872			
G0YSY0	G0YSY0	unreviewed	G0YSY0_EBVG	Nuclear antigen 1		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	254	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
A0A0C7TGZ2	A0A0C7TGZ2	unreviewed	A0A0C7TGZ2_EBVG	BZLF1	BZLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	245			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700			
A0A059ZXS9	A0A059ZXS9	unreviewed	A0A059ZXS9_EBVG	Viral immediatly early antigen	BZLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	245			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700			
A0A060A6H2	A0A060A6H2	unreviewed	A0A060A6H2_EBVG	Viral immediatly early antigen	BZLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	245			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700			
A0A0F6QKF0	A0A0F6QKF0	unreviewed	A0A0F6QKF0_EBVG	BZIP domain-containing protein	BZLF1 HHV4_BZLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	245			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700			
A0A0B6VKY8	A0A0B6VKY8	unreviewed	A0A0B6VKY8_EBVG	Uncharacterized protein BFRF2	BFRF2	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	243	viral process [GO:0016032]	viral tegument [GO:0019033]	viral tegument [GO:0019033]; viral process [GO:0016032]		GO:0016032; GO:0019033			
P42212	P42212	reviewed	GFP_AEQVI	Green fluorescent protein	GFP	Aequorea victoria (Water jellyfish) (Mesonema victoria)	238	bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]		bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]		GO:0006091; GO:0008218			TISSUE SPECIFICITY: Photocytes.
A0A0P0I1I4	A0A0P0I1I4	unreviewed	A0A0P0I1I4_EBVG	EBNA1	EBNA1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	238	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
Q3KSP5	Q3KSP5	reviewed	LF2_EBVG	Protein LF2	LF2	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	236	mitigation of host antiviral defense response [GO:0019049]		identical protein binding [GO:0042802]; mitigation of host antiviral defense response [GO:0019049]	identical protein binding [GO:0042802]	GO:0019049; GO:0042802			
G3CKS1	G3CKS1	unreviewed	G3CKS1_EBVG	BDLF3 (BDLF3 protein) (Probable membrane antigen GP85) (Putative membrane antigen gp85)	BDLF3 EBVaGC1_046 HHV4_BDLF3	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	234		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
A0A125S8W7	A0A125S8W7	unreviewed	A0A125S8W7_EBVG	EBNA1 protein	BKRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	227	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
A0A125S8X7	A0A125S8X7	unreviewed	A0A125S8X7_EBVG	EBNA1 protein	BKRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	222	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0045893			
A0A0U3TLU2	A0A0U3TLU2	unreviewed	A0A0U3TLU2_EBVG	BKRF4	BKRF4	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	218								
H2E7K0	H2E7K0	unreviewed	H2E7K0_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	215	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q69123	Q69123	unreviewed	Q69123_EBVG	BZLF1		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	209								
Q69115	Q69115	unreviewed	Q69115_EBVG	BZLF1		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	209								
H2E7K8	H2E7K8	unreviewed	H2E7K8_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	204	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A0B6VJ43	A0A0B6VJ43	unreviewed	A0A0B6VJ43_EBVG	BGLF3 protein	BGLF3	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	204								
H2E7N5	H2E7N5	unreviewed	H2E7N5_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	204	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q69484	Q69484	unreviewed	Q69484_EBVG	Nuclear antigen EBNA-1		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	203	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
Q69479	Q69479	unreviewed	Q69479_EBVG	Nuclear antigen EBNA-1		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	203	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
P18037	P18037	reviewed	NSP5_ROTH5	Non-structural protein 5 (NSP5) (NS26)		Rotavirus A (strain RVA/Human/Australia/RV-5/1981/G2P1B[4]) (RV-A) (Rotavirus A (strain RV5))	200	viral genome replication [GO:0019079]	host cell cytoplasm [GO:0030430]	host cell cytoplasm [GO:0030430]; ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; viral genome replication [GO:0019079]	ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]	GO:0000166; GO:0000287; GO:0003723; GO:0016887; GO:0019079; GO:0030430			
H2E7I9	H2E7I9	unreviewed	H2E7I9_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	199	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q69020	Q69020	unreviewed	Q69020_EBVG	Basic proline-rich protein-like		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	198								
A0A191T7B7	A0A191T7B7	unreviewed	A0A191T7B7_EBVG	Putative BKRF4 protein	BKRF4	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	198								
B3SRR7	B3SRR7	reviewed	NSP5_ROTH7	Non-structural protein 5 (NSP5) (NS26)		Rotavirus A (isolate RVA/Human/United Kingdom/A64/1987/G10P11[14]) (RV-A)	198	viral genome replication [GO:0019079]	host cell cytoplasm [GO:0030430]	host cell cytoplasm [GO:0030430]; ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; viral genome replication [GO:0019079]	ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]	GO:0000166; GO:0000287; GO:0003723; GO:0016887; GO:0019079; GO:0030430			
B3SRS5	B3SRS5	reviewed	NSP5_ROTAD	Non-structural protein 5 (NSP5) (NS26)		Rotavirus A (strain RVA/Human/United States/D/1974/G1P1A[8]) (RV-A)	197	viral genome replication [GO:0019079]	host cell cytoplasm [GO:0030430]	host cell cytoplasm [GO:0030430]; ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; viral genome replication [GO:0019079]	ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]	GO:0000166; GO:0000287; GO:0003723; GO:0016887; GO:0019079; GO:0030430			
H2E7J8	H2E7J8	unreviewed	H2E7J8_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	193	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
H2E7G4	H2E7G4	unreviewed	H2E7G4_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	193	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A0C7TQI4	A0A0C7TQI4	unreviewed	A0A0C7TQI4_EBVG	Apoptosis regulator BHRF1 (BHRF1)	BHRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	191	regulation of apoptotic process [GO:0042981]	membrane [GO:0016020]	membrane [GO:0016020]; regulation of apoptotic process [GO:0042981]		GO:0016020; GO:0042981			
A0A0S2YQS0	A0A0S2YQS0	unreviewed	A0A0S2YQS0_EBVG	BHRF1	BHRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	191	regulation of apoptotic process [GO:0042981]	membrane [GO:0016020]	membrane [GO:0016020]; regulation of apoptotic process [GO:0042981]		GO:0016020; GO:0042981			
H2E7G6	H2E7G6	unreviewed	H2E7G6_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	188	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q69134	Q69134	unreviewed	Q69134_EBVG	Latent membrane protein 2A	LMP 2A	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	183	viral latency [GO:0019042]	host cell membrane [GO:0033644]; membrane [GO:0016020]	host cell membrane [GO:0033644]; membrane [GO:0016020]; viral latency [GO:0019042]		GO:0016020; GO:0019042; GO:0033644			
H2E7N2	H2E7N2	unreviewed	H2E7N2_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	182	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
H2E7P0	H2E7P0	unreviewed	H2E7P0_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	182	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
H2E7N6	H2E7N6	unreviewed	H2E7N6_EBVG	Latent membrane protein 1 (Protein p63)	BNLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	182	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A168GT15	A0A168GT15	unreviewed	A0A168GT15_9VIRU	NSP4		Rotavirus G9	177		extracellular region [GO:0005576]; membrane [GO:0016020]	extracellular region [GO:0005576]; membrane [GO:0016020]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]	metal ion binding [GO:0046872]; toxin activity [GO:0090729]	GO:0005576; GO:0016020; GO:0046872; GO:0090729			
B3SRQ8	B3SRQ8	reviewed	NSP4_ROTH6	Non-structural glycoprotein 4 (NSP4) (NCVP5) (NS28)		Rotavirus A (strain RVA/Human/Indonesia/69M/1980/G8P4[10]) (RV-A)	175	induction by virus of host autophagy [GO:0039520]; pore formation by virus in membrane of host cell [GO:0039707]; protein complex oligomerization [GO:0051259]	extracellular region [GO:0005576]; host caveola [GO:0044155]; host cell rough endoplasmic reticulum membrane [GO:0044169]; membrane [GO:0016020]	extracellular region [GO:0005576]; host caveola [GO:0044155]; host cell rough endoplasmic reticulum membrane [GO:0044169]; membrane [GO:0016020]; ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]; induction by virus of host autophagy [GO:0039520]; pore formation by virus in membrane of host cell [GO:0039707]; protein complex oligomerization [GO:0051259]	ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]	GO:0005216; GO:0005576; GO:0016020; GO:0039520; GO:0039707; GO:0044155; GO:0044169; GO:0046872; GO:0051259; GO:0090729			
Q9WAI7	Q9WAI7	reviewed	NSP4_ROTHO	Non-structural glycoprotein 4 (NSP4) (NCVP5) (NS28)		Rotavirus A (strain RVA/Human/Japan/MO/1982/G3P1A[8]) (RV-A)	175	induction by virus of host autophagy [GO:0039520]; pore formation by virus in membrane of host cell [GO:0039707]; protein complex oligomerization [GO:0051259]	extracellular region [GO:0005576]; host caveola [GO:0044155]; host cell rough endoplasmic reticulum membrane [GO:0044169]; membrane [GO:0016020]	extracellular region [GO:0005576]; host caveola [GO:0044155]; host cell rough endoplasmic reticulum membrane [GO:0044169]; membrane [GO:0016020]; ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]; induction by virus of host autophagy [GO:0039520]; pore formation by virus in membrane of host cell [GO:0039707]; protein complex oligomerization [GO:0051259]	ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]	GO:0005216; GO:0005576; GO:0016020; GO:0039520; GO:0039707; GO:0044155; GO:0044169; GO:0046872; GO:0051259; GO:0090729			
O56850	O56850	reviewed	NSP4_ROTH3	Non-structural glycoprotein 4 (NSP4) (NCVP5) (NS28)		Rotavirus A (strain RVA/Human/Japan/AU-1/1982/G3P3[9]) (RV-A)	175	induction by virus of host autophagy [GO:0039520]; pore formation by virus in membrane of host cell [GO:0039707]; protein complex oligomerization [GO:0051259]	extracellular region [GO:0005576]; host caveola [GO:0044155]; host cell rough endoplasmic reticulum membrane [GO:0044169]; membrane [GO:0016020]	extracellular region [GO:0005576]; host caveola [GO:0044155]; host cell rough endoplasmic reticulum membrane [GO:0044169]; membrane [GO:0016020]; ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]; induction by virus of host autophagy [GO:0039520]; pore formation by virus in membrane of host cell [GO:0039707]; protein complex oligomerization [GO:0051259]	ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]	GO:0005216; GO:0005576; GO:0016020; GO:0039520; GO:0039707; GO:0044155; GO:0044169; GO:0046872; GO:0051259; GO:0090729			
Q3ZK64	Q3ZK64	reviewed	NSP4_ROT41	Non-structural glycoprotein 4 (NSP4) (NCVP5) (NS28)		Rotavirus A (isolate RVA/Human/Belgium/B4106/2000/G3P11[14]) (RV-A) (Rotavirus A (isolate B4106))	175	induction by virus of host autophagy [GO:0039520]; pore formation by virus in membrane of host cell [GO:0039707]; protein complex oligomerization [GO:0051259]	extracellular region [GO:0005576]; host caveola [GO:0044155]; host cell rough endoplasmic reticulum membrane [GO:0044169]; membrane [GO:0016020]	extracellular region [GO:0005576]; host caveola [GO:0044155]; host cell rough endoplasmic reticulum membrane [GO:0044169]; membrane [GO:0016020]; ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]; induction by virus of host autophagy [GO:0039520]; pore formation by virus in membrane of host cell [GO:0039707]; protein complex oligomerization [GO:0051259]	ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]	GO:0005216; GO:0005576; GO:0016020; GO:0039520; GO:0039707; GO:0044155; GO:0044169; GO:0046872; GO:0051259; GO:0090729			
A0A125S8X4	A0A125S8X4	unreviewed	A0A125S8X4_EBVG	EBNA1 protein	BKRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	174	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
G1CS60	G1CS60	unreviewed	G1CS60_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	172	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
B1NLC6	B1NLC6	unreviewed	B1NLC6_9VIRU	Modified NSP5		Human rotavirus A	167	viral genome replication [GO:0019079]	host cell cytoplasm [GO:0030430]	host cell cytoplasm [GO:0030430]; ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; viral genome replication [GO:0019079]	ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0016887; GO:0019079; GO:0030430			
A0A191T788	A0A191T788	unreviewed	A0A191T788_EBVG	Viral interleukin-10 homolog	BCRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	164	immune response [GO:0006955]; mitigation of host antiviral defense response [GO:0019049]; regulation of cytokine production [GO:0001817]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; cytokine activity [GO:0005125]; immune response [GO:0006955]; mitigation of host antiviral defense response [GO:0019049]; regulation of cytokine production [GO:0001817]	cytokine activity [GO:0005125]	GO:0001817; GO:0005125; GO:0005615; GO:0006955; GO:0019049			
