From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
PF3D7_0212900	O96210	unreviewed	O96210_PLAF7	Arginyl-tRNA--protein transferase (EC 2.3.2.8)	PF3D7_0212900	Plasmodium falciparum (isolate 3D7)	365		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; arginyltransferase activity [GO:0004057]; catalytic activity [GO:0003824]; leucyltransferase activity [GO:0008914]	arginyltransferase activity [GO:0004057]; catalytic activity [GO:0003824]; leucyltransferase activity [GO:0008914]	GO:0003824; GO:0004057; GO:0005737; GO:0008914			
PF3D7_0315800	O97273	unreviewed	O97273_PLAF7	Zinc finger protein, putative	PF3D7_0315800	Plasmodium falciparum (isolate 3D7)	365	protein ubiquitination [GO:0016567]; regulation of cell adhesion [GO:0030155]	cytosol [GO:0005829]; nucleus [GO:0005634]	cytosol [GO:0005829]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; protein ubiquitination [GO:0016567]; regulation of cell adhesion [GO:0030155]	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]	GO:0005634; GO:0005829; GO:0016567; GO:0030155; GO:0046872; GO:0061630			
PF3D7_0524400	A0A5K1K870	unreviewed	A0A5K1K870_PLAF7	Ribosome-interacting GTPase 1, putative	PF3D7_0524400	Plasmodium falciparum (isolate 3D7)	365			GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525			
PF3D7_0710400	A0A143ZWE7	unreviewed	A0A143ZWE7_PLAF7	DNA repair protein RAD14, putative (EC 4.2.99.18)	PF3D7_0710400	Plasmodium falciparum (isolate 3D7)	365	base-excision repair [GO:0006284]; nucleotide-excision repair involved in interstrand cross-link repair [GO:1901255]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; nucleotide-excision repair, DNA incision [GO:0033683]; UV-damage excision repair [GO:0070914]	nucleotide-excision repair factor 1 complex [GO:0000110]	nucleotide-excision repair factor 1 complex [GO:0000110]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; base-excision repair [GO:0006284]; nucleotide-excision repair involved in interstrand cross-link repair [GO:1901255]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; nucleotide-excision repair, DNA incision [GO:0033683]; UV-damage excision repair [GO:0070914]	class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]	GO:0000110; GO:0000715; GO:0003684; GO:0006284; GO:0033683; GO:0070914; GO:0140078; GO:1901255			
PF3D7_0803300	Q8IAN3	unreviewed	Q8IAN3_PLAF7	Mitogen-activated protein kinase organizer 1, putative	PF3D7_0803300	Plasmodium falciparum (isolate 3D7)	365	mRNA splicing, via spliceosome [GO:0000398]; phosphorylation [GO:0016310]	catalytic step 2 spliceosome [GO:0071013]	catalytic step 2 spliceosome [GO:0071013]; kinase activity [GO:0016301]; mRNA splicing, via spliceosome [GO:0000398]; phosphorylation [GO:0016310]	kinase activity [GO:0016301]	GO:0000398; GO:0016301; GO:0016310; GO:0071013			
PF3D7_0901500	Q8I3D2	unreviewed	Q8I3D2_PLAF7	Rifin	PF3D7_0901500	Plasmodium falciparum (isolate 3D7)	365	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_1010400	Q8IJU1	unreviewed	Q8IJU1_PLAF7	MORN repeat protein, putative	PF3D7_1010400	Plasmodium falciparum (isolate 3D7)	364								
PF3D7_1031200	Q8IJ93	unreviewed	Q8IJ93_PLAF7	MORN repeat-containing protein 1	PF3D7_1031200	Plasmodium falciparum (isolate 3D7)	364								
PF3D7_1400200	Q8IM85	unreviewed	Q8IM85_PLAF7	Rifin	PF3D7_1400200	Plasmodium falciparum (isolate 3D7)	364	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0414500	Q8I1U3	unreviewed	Q8I1U3_PLAF7	RNA-binding protein, putative	PF3D7_0414500	Plasmodium falciparum (isolate 3D7)	363	RNA metabolic process [GO:0016070]		nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]; RNA metabolic process [GO:0016070]	nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]	GO:0003676; GO:0003723; GO:0016070			
PF3D7_1112900	A0A143ZZU6	unreviewed	A0A143ZZU6_PLAF7	DUF4200 domain-containing protein	PF3D7_1112900	Plasmodium falciparum (isolate 3D7)	363								
PF3D7_1328600	C0H5E7	unreviewed	C0H5E7_PLAF7	DUF2428 domain-containing protein	PF3D7_1328600	Plasmodium falciparum (isolate 3D7)	363								
PF3D7_1347000	Q8IDM8	unreviewed	Q8IDM8_PLAF7	WD repeat-containing protein 92, putative	PF3D7_1347000	Plasmodium falciparum (isolate 3D7)	363			ubiquitin binding [GO:0043130]	ubiquitin binding [GO:0043130]	GO:0043130			
PF3D7_1472800	Q8IKB0	unreviewed	Q8IKB0_PLAF7	HSP20-like chaperone, putative	PF3D7_1472800	Plasmodium falciparum (isolate 3D7)	363		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0423800	Q8IFM8	reviewed	CYRPA_PLAF7	Cysteine-rich protective antigen (Inactive sialidase CyRPA)	CyRPA pfd1130w PF3D7_0423800	Plasmodium falciparum (isolate 3D7)	362	entry into host [GO:0044409]	apical part of cell [GO:0045177]; cytoplasmic vesicle [GO:0031410]; extracellular region [GO:0005576]; host cell plasma membrane [GO:0020002]; host extracellular space [GO:0043655]; microneme [GO:0020009]; microneme lumen [GO:0034494]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	apical part of cell [GO:0045177]; cytoplasmic vesicle [GO:0031410]; extracellular region [GO:0005576]; host cell plasma membrane [GO:0020002]; host extracellular space [GO:0043655]; microneme [GO:0020009]; microneme lumen [GO:0034494]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; entry into host [GO:0044409]		GO:0005576; GO:0005886; GO:0020002; GO:0020009; GO:0031410; GO:0032991; GO:0034494; GO:0043655; GO:0044409; GO:0045177	DEVELOPMENTAL STAGE: Expressed during parasite asexual blood stages, specifically at the schizont stage, in free merozoites, and at the very early ring stage but not in late ring and early trophozoite stages (at protein level). {ECO:0000269|PubMed:22593616, ECO:0000269|PubMed:25583518, ECO:0000269|PubMed:27374406}.		
PF3D7_0620700	C6KT47	unreviewed	C6KT47_PLAF7	DnaJ protein, putative	PF3D7_0620700	Plasmodium falciparum (isolate 3D7)	362	cristae formation [GO:0042407]	mitochondrion [GO:0005739]	mitochondrion [GO:0005739]; cristae formation [GO:0042407]		GO:0005739; GO:0042407			
PF3D7_0818800	Q8IB23	unreviewed	Q8IB23_PLAF7	U3 small nucleolar ribonucleoprotein protein IMP4, putative	PF3D7_0818800	Plasmodium falciparum (isolate 3D7)	362	RNA processing [GO:0006396]; rRNA processing [GO:0006364]	Mpp10 complex [GO:0034457]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]	Mpp10 complex [GO:0034457]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]; rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]	rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]	GO:0005730; GO:0005732; GO:0006364; GO:0006396; GO:0030515; GO:0032040; GO:0034457; GO:0042134			
PF3D7_1009400	Q8IJV1	unreviewed	Q8IJV1_PLAF7	Zinc finger protein, putative	PF3D7_1009400	Plasmodium falciparum (isolate 3D7)	362		nucleus [GO:0005634]	nucleus [GO:0005634]		GO:0005634			
PF3D7_1232600	Q8I596	unreviewed	Q8I596_PLAF7	Thioredoxin-like protein	PF3D7_1232600	Plasmodium falciparum (isolate 3D7)	362								
PF3D7_1351300	A0A5K1K904	unreviewed	A0A5K1K904_PLAF7	G protein-coupled receptor	PF3D7_1351300	Plasmodium falciparum (isolate 3D7)	362		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1367500	Q8ID33	unreviewed	Q8ID33_PLAF7	NADH-cytochrome b5 reductase, putative (EC 1.6.2.2)	PF3D7_1367500	Plasmodium falciparum (isolate 3D7)	362		membrane [GO:0016020]	membrane [GO:0016020]; cytochrome-b5 reductase activity, acting on NAD(P)H [GO:0004128]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]	cytochrome-b5 reductase activity, acting on NAD(P)H [GO:0004128]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]	GO:0004128; GO:0009055; GO:0016020; GO:0071949			
PF3D7_1406900	Q8IM25	unreviewed	Q8IM25_PLAF7	Radical SAM protein, putative	PF3D7_1406900	Plasmodium falciparum (isolate 3D7)	362	rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	plastid [GO:0009536]	plastid [GO:0009536]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; RNA methyltransferase activity [GO:0008173]; rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; RNA methyltransferase activity [GO:0008173]	GO:0008173; GO:0009536; GO:0030488; GO:0046872; GO:0051539; GO:0070475			
PF3D7_0526400	Q8I3K1	unreviewed	Q8I3K1_PLAF7	LEA_2 domain-containing protein	PF3D7_0526400	Plasmodium falciparum (isolate 3D7)	361		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1000600	Q8IK32	unreviewed	Q8IK32_PLAF7	Rifin	PF3D7_1000600	Plasmodium falciparum (isolate 3D7)	361	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_1122300	Q8IIE3	unreviewed	Q8IIE3_PLAF7	DHHA2 domain-containing protein	PF3D7_1122300	Plasmodium falciparum (isolate 3D7)	361		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1140300	Q8IHW2	unreviewed	Q8IHW2_PLAF7	P-loop containing nucleoside triphosphate hydrolase, putative (EC 3.6.1.15)	PF3D7_1140300	Plasmodium falciparum (isolate 3D7)	361	double-strand break repair via homologous recombination [GO:0000724]	Rad51B-Rad51C-Rad51D-XRCC2 complex [GO:0033063]; replication fork [GO:0005657]	Rad51B-Rad51C-Rad51D-XRCC2 complex [GO:0033063]; replication fork [GO:0005657]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; double-strand break repair via homologous recombination [GO:0000724]	ribonucleoside triphosphate phosphatase activity [GO:0017111]	GO:0000724; GO:0005657; GO:0017111; GO:0033063			
PF3D7_0108800	Q8I254	unreviewed	Q8I254_PLAF7	Mitochondrial carrier protein, putative	PF3D7_0108800	Plasmodium falciparum (isolate 3D7)	360	nucleotide transport [GO:0006862]; transmembrane transport [GO:0055085]	membrane [GO:0016020]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; nucleotide transport [GO:0006862]; transmembrane transport [GO:0055085]	transmembrane transporter activity [GO:0022857]	GO:0006862; GO:0016020; GO:0022857; GO:0055085			
PF3D7_0611500	C6KSW0	unreviewed	C6KSW0_PLAF7	EF-hand domain-containing protein	PF3D7_0611500	Plasmodium falciparum (isolate 3D7)	360								
PF3D7_1038700	A0A143ZY51	unreviewed	A0A143ZY51_PLAF7	Exported protein	PF3D7_1038700	Plasmodium falciparum (isolate 3D7)	360		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1309000	Q8IEM4	unreviewed	Q8IEM4_PLAF7	AP-5 complex subunit beta-1	PF3D7_1309000	Plasmodium falciparum (isolate 3D7)	360								
PF3D7_0100600	Q9NFB2	unreviewed	Q9NFB2_PLAF7	Rifin	PF3D7_0100600	Plasmodium falciparum (isolate 3D7)	359	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0300500	O97326	unreviewed	O97326_PLAF7	Rifin	PF3D7_0300500	Plasmodium falciparum (isolate 3D7)	359	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0632300	C6KTF5	unreviewed	C6KTF5_PLAF7	Rifin	PF3D7_0632300	Plasmodium falciparum (isolate 3D7)	359	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0732700	C0H4Q7	unreviewed	C0H4Q7_PLAF7	Rifin	PF3D7_0732700	Plasmodium falciparum (isolate 3D7)	359	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0820100	C0H4W4	unreviewed	C0H4W4_PLAF7	RNA-binding protein, putative	PF3D7_0820100	Plasmodium falciparum (isolate 3D7)	359								
PF3D7_0900300	Q8I3E3	unreviewed	Q8I3E3_PLAF7	Rifin	PF3D7_0900300	Plasmodium falciparum (isolate 3D7)	359		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0937400	Q8I2E6	unreviewed	Q8I2E6_PLAF7	Rifin	PF3D7_0937400	Plasmodium falciparum (isolate 3D7)	359	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_1038900	Q8IJ22	unreviewed	Q8IJ22_PLAF7	Esterase, putative (EC 3.1.-.-)	PF3D7_1038900	Plasmodium falciparum (isolate 3D7)	359		membrane [GO:0016020]	membrane [GO:0016020]; hydrolase activity [GO:0016787]; lipase activity [GO:0016298]	hydrolase activity [GO:0016787]; lipase activity [GO:0016298]	GO:0016020; GO:0016298; GO:0016787			
PF3D7_1040000	Q8IJ09	unreviewed	Q8IJ09_PLAF7	Rifin	PF3D7_1040000	Plasmodium falciparum (isolate 3D7)	359	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_1135500	A0A143ZYI9	unreviewed	A0A143ZYI9_PLAF7	RRM domain-containing protein	PF3D7_1135500	Plasmodium falciparum (isolate 3D7)	359			nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	GO:0003676			
PF3D7_1306700	Q8IEP8	unreviewed	Q8IEP8_PLAF7	RRM domain-containing protein	PF3D7_1306700	Plasmodium falciparum (isolate 3D7)	359								
PF3D7_1308500	Q8IEN0	unreviewed	Q8IEN0_PLAF7	Uridine/cytidine kinase	PF3D7_1308500	Plasmodium falciparum (isolate 3D7)	359								
PF3D7_1320400	A0A5K1K8B7	unreviewed	A0A5K1K8B7_PLAF7	Type I signal peptidase (EC 3.4.21.89)	PF3D7_1320400	Plasmodium falciparum (isolate 3D7)	359	signal peptide processing [GO:0006465]	membrane [GO:0016020]	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; signal peptide processing [GO:0006465]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006465; GO:0016020			
PF3D7_1403700	Q8IM57	unreviewed	Q8IM57_PLAF7	Translocation associated membrane protein, putative (EC 2.3.1.24)	PF3D7_1403700	Plasmodium falciparum (isolate 3D7)	359	ceramide biosynthetic process [GO:0046513]	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513]	N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]	GO:0005783; GO:0016020; GO:0016410; GO:0046513; GO:0050291			
PF3D7_1425700	Q8ILK6	unreviewed	Q8ILK6_PLAF7	Transmembrane protein	PF3D7_1425700	Plasmodium falciparum (isolate 3D7)	359	vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]	endomembrane system [GO:0012505]; endoplasmic reticulum membrane [GO:0005789]	endomembrane system [GO:0012505]; endoplasmic reticulum membrane [GO:0005789]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]		GO:0005789; GO:0012505; GO:0070072			
PF3D7_1435100	Q8ILB3	unreviewed	Q8ILB3_PLAF7	Ribonuclease H2 subunit B, putative	PF3D7_1435100	Plasmodium falciparum (isolate 3D7)	359								
PF3D7_1435200	Q8ILB2	unreviewed	Q8ILB2_PLAF7	Transcription initiation factor TFIID subunit 13	PF3D7_1435200	Plasmodium falciparum (isolate 3D7)	359								
PF3D7_1479400	Q8IK44	unreviewed	Q8IK44_PLAF7	Rifin	PF3D7_1479400	Plasmodium falciparum (isolate 3D7)	359	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0101000	B9ZSH6	unreviewed	B9ZSH6_PLAF7	Rifin	PF3D7_0101000	Plasmodium falciparum (isolate 3D7)	358	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0723200	Q8IBM1	unreviewed	Q8IBM1_PLAF7	LamG domain-containing protein	PF3D7_0723200	Plasmodium falciparum (isolate 3D7)	358								
PF3D7_0917700	Q8I2X6	unreviewed	Q8I2X6_PLAF7	GPN-loop GTPase 2	PF3D7_0917700	Plasmodium falciparum (isolate 3D7)	358			GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525			
PF3D7_1469200	Q8IKE5	unreviewed	Q8IKE5_PLAF7	Shewanella-like protein phosphatase 1, putative (EC 3.1.3.16)	PF3D7_1469200	Plasmodium falciparum (isolate 3D7)	358			myosin phosphatase activity [GO:0017018]	myosin phosphatase activity [GO:0017018]	GO:0017018			
PF3D7_1472900	Q8IKA9	unreviewed	Q8IKA9_PLAF7	dihydroorotase (EC 3.5.2.3)	PF3D7_1472900	Plasmodium falciparum (isolate 3D7)	358	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleotide biosynthetic process [GO:0006221]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleotide biosynthetic process [GO:0006221]	dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872]	GO:0004151; GO:0005737; GO:0006207; GO:0006221; GO:0044205; GO:0046872			
PF3D7_0318800	O77370	unreviewed	O77370_PLAF7	Triosephosphate isomerase (EC 5.3.1.1)	PF3D7_0318800	Plasmodium falciparum (isolate 3D7)	357	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	apicoplast [GO:0020011]; cytosol [GO:0005829]	apicoplast [GO:0020011]; cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0020011; GO:0046166			
PF3D7_0700500	A0A143ZVI1	unreviewed	A0A143ZVI1_PLAF7	Rifin	PF3D7_0700500	Plasmodium falciparum (isolate 3D7)	357		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0713400	Q8IBW3	unreviewed	Q8IBW3_PLAF7	GPCR-like receptor SR25	PF3D7_0713400	Plasmodium falciparum (isolate 3D7)	357		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0813800	Q8IAX4	unreviewed	Q8IAX4_PLAF7	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	PF3D7_0813800	Plasmodium falciparum (isolate 3D7)	357	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; fucose metabolic process [GO:0006004]; GDP-mannose metabolic process [GO:0019673]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; GDP-mannose 4,6-dehydratase activity [GO:0008446]; 'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; fucose metabolic process [GO:0006004]; GDP-mannose metabolic process [GO:0019673]	GDP-mannose 4,6-dehydratase activity [GO:0008446]	GO:0005737; GO:0006004; GO:0008446; GO:0019673; GO:0042351			
PF3D7_0923500	Q8I2S1	unreviewed	Q8I2S1_PLAF7	Cyclin-dependent kinases regulatory subunit	PF3D7_0923500	Plasmodium falciparum (isolate 3D7)	357	cell cycle [GO:0007049]; cell division [GO:0051301]		cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; cell cycle [GO:0007049]; cell division [GO:0051301]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]	GO:0007049; GO:0016538; GO:0051301			
PF3D7_0937000	C0H593	unreviewed	C0H593_PLAF7	PRESAN domain-containing protein	PF3D7_0937000	Plasmodium falciparum (isolate 3D7)	357								
PF3D7_0937200	Q8I2E8	unreviewed	Q8I2E8_PLAF7	Lysophospholipase, putative (EC 3.1.1.5)	PF3D7_0937200	Plasmodium falciparum (isolate 3D7)	357		membrane [GO:0016020]	membrane [GO:0016020]; lipase activity [GO:0016298]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]	lipase activity [GO:0016298]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]	GO:0004622; GO:0016020; GO:0016298; GO:0102545			
PF3D7_1248200	Q8I4V2	reviewed	RBM22_PLAF7	Pre-mRNA-splicing factor RBM22 homolog	RBM22 PF3D7_1248200 PFL2310w	Plasmodium falciparum (isolate 3D7)	357	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]	Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]; metal ion binding [GO:0046872]; pre-mRNA binding [GO:0036002]; U6 snRNA binding [GO:0017070]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	metal ion binding [GO:0046872]; pre-mRNA binding [GO:0036002]; U6 snRNA binding [GO:0017070]	GO:0000974; GO:0006397; GO:0008380; GO:0017070; GO:0036002; GO:0046872; GO:0071006; GO:0071007			
PF3D7_1366800	C0H5K9	unreviewed	C0H5K9_PLAF7	Phosphatidylserine synthase, putative (EC 2.7.8.8)	PF3D7_1366800	Plasmodium falciparum (isolate 3D7)	357	phosphatidylserine biosynthetic process [GO:0006659]	endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]	endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; CDP-diacylglycerol-serine O-phosphatidyltransferase activity [GO:0003882]; L-serine-phosphatidylethanolamine phosphatidyltransferase activity [GO:0106245]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; phosphatidylserine biosynthetic process [GO:0006659]	CDP-diacylglycerol-serine O-phosphatidyltransferase activity [GO:0003882]; L-serine-phosphatidylethanolamine phosphatidyltransferase activity [GO:0106245]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]	GO:0003882; GO:0005789; GO:0006659; GO:0016020; GO:0016780; GO:0106245			
PF3D7_1446700	Q8IL06	reviewed	YPF07_PLAF7	Uncharacterized protein PF3D7_1446700	PF14_0444 PF3D7_1446700	Plasmodium falciparum (isolate 3D7)	357								
PF3D7_0201200	O96117	unreviewed	O96117_PLAF7	Rifin	PF3D7_0201200	Plasmodium falciparum (isolate 3D7)	356	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0833200	A0A143ZWV2	unreviewed	A0A143ZWV2_PLAF7	Rifin	PF3D7_0833200	Plasmodium falciparum (isolate 3D7)	356		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1101200	Q8IIY4	unreviewed	Q8IIY4_PLAF7	Rifin	PF3D7_1101200	Plasmodium falciparum (isolate 3D7)	356	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_1113700	Q8IIM5	unreviewed	Q8IIM5_PLAF7	Glyoxalase I (EC 4.4.1.5)	PF3D7_1113700	Plasmodium falciparum (isolate 3D7)	356		cytosol [GO:0005829]	cytosol [GO:0005829]; lactoylglutathione lyase activity [GO:0004462]; metal ion binding [GO:0046872]	lactoylglutathione lyase activity [GO:0004462]; metal ion binding [GO:0046872]	GO:0004462; GO:0005829; GO:0046872			
PF3D7_1354100	Q8IDG0	unreviewed	Q8IDG0_PLAF7	Homeobox-containing protein	PF3D7_1354100	Plasmodium falciparum (isolate 3D7)	356								
PF3D7_0218100	O96261	unreviewed	O96261_PLAF7	Integral membrane protein	PF3D7_0218100	Plasmodium falciparum (isolate 3D7)	355		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0508200	C0H4D2	unreviewed	C0H4D2_PLAF7	Longevity-assurance (LAG1) protein, putative (EC 2.3.1.24)	PF3D7_0508200	Plasmodium falciparum (isolate 3D7)	355	ceramide biosynthetic process [GO:0046513]	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513]	N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]	GO:0005783; GO:0016020; GO:0016410; GO:0046513; GO:0050291			
